image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
11215-5,TAFE_spatial,8497,699,924,55416,0.8396245059304385,0.9128216146537421,0.9239886907359288,0.9019212397845036,0.987543437583556,0.9752349853516002
11215-5,TAFE_full,7030,193,2391,55922,0.7312252964454833,0.8447488584484214,0.9732798006372244,0.7462052860657444,0.9965606344114826,0.9605712890625602
11215-6,Otsu,4835,13028,46,47627,0.26997598972991244,0.4251670770338324,0.2706712198439754,0.9905757017006643,0.7852114417611323,0.8005065917971794
11215-6,Adaptive,4691,21990,190,38665,0.17457482044146264,0.2972561941597578,0.17581799782925744,0.9610735505027438,0.6374577528651596,0.6615600585942665
11215-6,Canny,3039,37553,1842,23102,0.07161709949787524,0.13366173333817064,0.07486696886313839,0.6226183159266008,0.38087544308073384,0.39888000488372977
11215-6,Blackhat,4669,10606,212,50049,0.3014786595253988,0.4632863663451911,0.3056628477950529,0.9565662774030615,0.8251421976756654,0.8349304199221269
11215-6,UNet_no_TAFE,4741,2461,140,58194,0.6457368564472115,0.7847388893504532,0.658289364070282,0.9713173530020218,0.9594262632924583,0.960311889648498
11215-6,TAFE_channel,3500,202,1381,60453,0.6885697422843091,0.8155656530372181,0.9454349000554988,0.7170661749699433,0.9966696892259556,0.9758453369140994
11215-6,TAFE_spatial,4506,879,375,59776,0.7822916666704464,0.8778492109889163,0.8367688022314435,0.9231714812554155,0.9855082021268066,0.9808654785156542
11215-6,TAFE_full,3516,210,1365,60445,0.6906305244609973,0.817009410946706,0.9436392914668911,0.7203441917697122,0.9965377957299538,0.9759674072265991
11215-7,Otsu,4519,14882,35,46100,0.23250668862300622,0.3772907534987381,0.23292613783190078,0.9923144488363568,0.7559607753111476,0.7723846435550348
11215-7,Adaptive,4387,22813,167,38169,0.16030255417415024,0.27631164577918904,0.16128676470896586,0.9633289415906164,0.6259060050512841,0.649353027344285
11215-7,Canny,2738,41059,1816,19923,0.060026746762852634,0.11325515501413981,0.06251569742433838,0.6012296881949664,0.3267029615307358,0.34577941894631076
11215-7,Blackhat,4384,12694,170,48288,0.254174397035864,0.40532544378973134,0.2567045321509737,0.9626701800623041,0.7918402151457941,0.8037109375002995
11215-7,UNet_no_TAFE,4397,1835,157,59147,0.6882141180202189,0.8153161505672603,0.7055519897351484,0.9655248133516573,0.9699091535207603,0.9696044921875464
11215-7,TAFE_channel,3075,180,1479,60802,0.6495564005143736,0.7875528236677225,0.944700460831192,0.6752305665420458,0.9970483093371864,0.9746856689453511
11215-7,TAFE_spatial,4037,517,517,60465,0.7960954446894873,0.8864734299529372,0.8864734299541838,0.8864734299541838,0.9915220884851407,0.9842224121093991
11215-7,TAFE_full,2899,157,1655,60825,0.6153682869960652,0.7618922470464928,0.9486256544519429,0.6365832235477255,0.9974254698107681,0.9723510742187922
11215-8,Otsu,3085,21267,24,41160,0.12655891040725895,0.22468227668611965,0.1266836399510238,0.9922804760375593,0.6593300975544887,0.6751251220708082
11215-8,Adaptive,3048,23498,61,38929,0.11455631976880311,0.20556398583980587,0.11481955850555706,0.98037954326213,0.623592355872261,0.6405181884771111
11215-8,Canny,2270,38813,839,23614,0.054148179955502716,0.10273352643215347,0.0552539980063402,0.7301383081463448,0.3782658144722984,0.3949584960946732
11215-8,Blackhat,3055,13012,54,49415,0.1895043731828701,0.3186274509839454,0.19014128338090405,0.9826310710845085,0.791564547391687,0.8006286621096792
11215-8,UNet_no_TAFE,3018,1847,91,60580,0.6089588377802874,0.7569601203943195,0.6203494347457277,0.9707301383090792,0.9704134429013561,0.9704284667969201
11215-8,TAFE_channel,2095,183,1014,62244,0.6363912515298787,0.7777984035682607,0.919666374015818,0.6738501125868817,0.9970685760968858,0.9817352294922154
11215-8,TAFE_spatial,2784,503,325,61924,0.7707641196076754,0.8705440900583092,0.8469729236432317,0.8954647796752826,0.9919425889438994,0.9873657226562693
11215-8,TAFE_full,2084,186,1025,62241,0.6324734446242041,0.7748652165871934,0.9180616740124202,0.6703119974374296,0.9970205199673267,0.9815216064453407
11215-9,Otsu,2542,23797,19,39178,0.09644130814516866,0.17591695502015253,0.09651087740955802,0.9925810230381655,0.6221198888453797,0.6365966796880546
11215-9,Adaptive,2497,24264,64,38711,0.09308480895025877,0.1703158038361288,0.09330742498750678,0.9750097618127681,0.61470424771796,0.6287841796880664
11215-9,Canny,1853,40837,708,22138,0.04269782017825085,0.08189874257125389,0.043405949873405,0.7235454900537468,0.3515363239391004,0.3660736083994048
11215-9,Blackhat,2537,15872,24,47103,0.13763359193219965,0.24196471149622334,0.1378130262418501,0.990628660679788,0.7479634775708647,0.7574462890628701
11215-9,UNet_no_TAFE,2456,1269,105,61706,0.6412532637169386,0.7814190264113678,0.6593288590695482,0.9590003904740726,0.979849146486733,0.979034423828157
11215-9,TAFE_channel,1799,131,762,62844,0.6682763744551161,0.8011578713025794,0.9321243523351231,0.7024599765832699,0.997919809448197,0.9863739013672083
11215-9,TAFE_spatial,2250,340,311,62635,0.7755946225516858,0.8736167734445036,0.8687258687309373,0.8785630613089198,0.9946010321556259,0.9900665283203277
11215-9,TAFE_full,1801,135,760,62840,0.6680267062437676,0.8009784300689131,0.9302685950449241,0.7032409215266209,0.9978562921794397,0.9863433837890834
11216,Otsu,1082,31174,1,33279,0.03354310692552456,0.06490896547867389,0.03354414682839303,0.9990766389659209,0.5163297286402242,0.5243072509772884
11216,Adaptive,1062,17364,21,47089,0.05757033664521293,0.10887282793014058,0.057635949207328584,0.9806094182843389,0.7305943866077133,0.7347259521488423
11216,Canny,926,2127,157,62326,0.2884735202713871,0.44777562864004417,0.30330822144437247,0.8550323176495814,0.9669992087257894,0.9651489257813032
11216,Blackhat,1055,1085,28,63368,0.48662361625984213,0.6546695625301064,0.49299065422929955,0.9741458910457852,0.9831660279583834,0.9830169677734634
11216,UNet_no_TAFE,907,537,176,63916,0.5598765432370446,0.717847249714371,0.6281163435160584,0.8374884580020785,0.9916683474780201,0.9891204833984542
11216,TAFE_channel,828,235,255,64218,0.6282245827292697,0.771668219954722,0.7789275635203265,0.7645429363098297,0.9963539323227835,0.9925231933593864
11216,TAFE_spatial,827,223,256,64230,0.6332312404568735,0.7754336615201392,0.7876190476392743,0.7636195752757506,0.9965401145020456,0.9926910400390736
11216,TAFE_full,775,157,308,64296,0.6250000000302419,0.7692307692422218,0.8315450643957569,0.7156048015036375,0.9975641164879873,0.9929046630859484
11217,Otsu,3957,9293,69,52217,0.2970943764599662,0.4580921509640073,0.2986415094392555,0.9828614008946135,0.8489188749799237,0.8571472167970929
11217,Adaptive,3964,11694,62,49816,0.25216284987753074,0.4027636659245948,0.2531613232899913,0.9846000993545803,0.8098845716146807,0.8206176757815237
11217,Canny,3335,5414,691,56096,0.3532838983119355,0.5221135029391615,0.38118642131236496,0.8283656234518538,0.9119817915787481,0.9068450927735796
11217,Blackhat,3868,2198,158,59312,0.6214652956359019,0.7665477606047706,0.6376524892905102,0.9607550919036076,0.9642659730125764,0.9640502929688048
11217,UNet_no_TAFE,2815,1038,1211,60472,0.5558846761541096,0.714557684989027,0.7305995328385518,0.6992051664257525,0.9831246951715442,0.9656829833984899
11217,TAFE_channel,2188,431,1838,61079,0.4909131703053419,0.6585402558365908,0.8354333715221293,0.543467461511588,0.9929930092667972,0.9653778076172403
11217,TAFE_spatial,2606,561,1420,60949,0.5681273163381703,0.7245933546541833,0.8228607515054354,0.647292598121031,0.9908795317834647,0.9697723388672336
11217,TAFE_full,2155,361,1871,61149,0.4912240711308132,0.6588199327474958,0.856518282994574,0.5352707402003162,0.9941310356039764,0.965942382812552
11218-1,Otsu,3856,257,1150,60273,0.7326619798644753,0.8457067660944653,0.9375151957224042,0.7702756692015527,0.9957541714852209,0.9785308837890953
11218-1,Adaptive,3905,19829,1101,40701,0.15723776928062316,0.2717466945049696,0.16453189517500408,0.780063923296443,0.6724103750211922,0.6806335449223623
11218-1,Canny,1917,2546,3089,57984,0.25384004238276164,0.40490020066105287,0.42953170514385997,0.3829404714466053,0.9579382124567025,0.9140167236329437
11218-1,Blackhat,3067,406,1939,60124,0.5667036215896766,0.7234343672635518,0.8830981860097006,0.6126648022450526,0.9932925821906603,0.9642181396484921
11218-1,UNet_no_TAFE,4170,694,836,59836,0.7315789473731302,0.8449848024331815,0.8573190789503018,0.8330003995239113,0.9885346109367446,0.9766540527344106
11218-1,TAFE_channel,3360,192,1646,60338,0.646402462492374,0.7852301939730634,0.9459459459474677,0.671194566526744,0.9968280191640562,0.9719543457031677
11218-1,TAFE_spatial,3712,340,1294,60190,0.6943509165788562,0.8196069772596642,0.9160908193505407,0.741510187779834,0.9943829506030161,0.9750671386719131
11218-1,TAFE_full,3034,115,1972,60415,0.5924624096935664,0.7440833844298702,0.9634804699916328,0.6060727127525755,0.9981001156451378,0.9681549072266111
11218-2,Otsu,4556,218,1568,59194,0.7183853673964303,0.8361167186654789,0.9543359865950076,0.743958197260876,0.9963307076011642,0.9727478027344166
11218-2,Adaptive,4612,19165,1512,40247,0.18237178220102662,0.3084846660669928,0.19396896160493765,0.7531025473587017,0.6774220696161088,0.6844940185551689
11218-2,Canny,1910,4057,4214,55355,0.18760436107270795,0.31593747415998724,0.32009384951700864,0.31188765513860406,0.9317141318253355,0.8737945556642551
11218-2,Blackhat,3172,1078,2952,58334,0.4404332130041595,0.6115288220588825,0.7463529411824388,0.5179621162717511,0.981855517403922,0.9385070800782188
11218-2,UNet_no_TAFE,4642,645,1482,58767,0.6857733786425503,0.813600911402913,0.8780026480068469,0.7580013063396799,0.9891436073520684,0.967544555664112
11218-2,TAFE_channel,3526,69,2598,59343,0.5693524947590933,0.7255890523744666,0.9808066759393378,0.5757674722472932,0.9988386184609189,0.9593048095703746
11218-2,TAFE_spatial,4222,194,1902,59218,0.6682494460324747,0.8011385199259854,0.956068840580705,0.689418680605986,0.9967346663973663,0.9680175781250488
11218-2,TAFE_full,3232,60,2892,59352,0.5226390685717555,0.686491079017773,0.9817739975704199,0.5277596342337074,0.9989901030094948,0.9549560546875687
11218-3,Otsu,2910,280,465,61881,0.7961696306485316,0.8865194211746151,0.9122257053319052,0.8622222222263045,0.9954955679606257,0.9886322021484548
11218-3,Adaptive,2935,20401,440,41760,0.12344380888659386,0.21975964958549002,0.12577134042198418,0.8696296296334924,0.6718038641597275,0.6819915771489228
11218-3,Canny,1223,3091,2152,59070,0.18914321065281253,0.3181167902286628,0.28349559575142574,0.3623703703892631,0.9502742877367638,0.9199981689454346
11218-3,Blackhat,2121,508,1254,61653,0.5462271439725411,0.7065289806844349,0.806770635229868,0.6284444444554534,0.9918276732999922,0.9731140136719161
11218-3,UNet_no_TAFE,2926,823,449,61338,0.696998570755193,0.8214486243708388,0.7804747932840631,0.8669629629669048,0.986760187255696,0.9805908203125296
11218-3,TAFE_channel,2250,88,1125,62073,0.6497256713933085,0.7876772273798761,0.962360992302722,0.6666666666765432,0.9985843213590537,0.9814910888672157
11218-3,TAFE_spatial,2706,179,669,61982,0.7613956105863423,0.8645367412162215,0.9379549393435718,0.801777777783651,0.9971203809462571,0.9870605468750198
11218-3,TAFE_full,2145,66,1230,62095,0.6233653007956012,0.7679914070933048,0.9701492537326933,0.6355555555663539,0.9989382410192903,0.9802246093750302
11220-1,Otsu,1051,25092,1,39392,0.040200428400244036,0.07729362015415593,0.04020196611314615,0.999049429657885,0.6108802183493411,0.6171112060552717
11220-1,Adaptive,997,21484,55,43000,0.04424032659281043,0.08473207836193969,0.04434856101132357,0.9477186311836768,0.6668320823775404,0.671340942383314
11220-1,Canny,985,7333,67,57151,0.11747167562173556,0.21024546425602725,0.11841788892620318,0.9363117870782972,0.8862818683706248,0.8870849609376723
11220-1,Blackhat,1019,15351,33,49133,0.062122782423568106,0.11697853289451855,0.062248014666693656,0.9686311787102061,0.7619409465917717,0.7652587890628582
11220-1,UNet_no_TAFE,1014,1804,38,62680,0.35504201682930525,0.524031007764237,0.35982966645280945,0.9638783269996313,0.9720240679859004,0.9718933105469179
11220-1,TAFE_channel,613,56,439,64428,0.5532490975132446,0.7123765252927149,0.916292974601451,0.5826996198115304,0.9991315675206266,0.992446899414074
11220-1,TAFE_spatial,918,539,134,63945,0.5769956002780015,0.7317656436934331,0.6300617707872297,0.8726235741565946,0.9916413373860312,0.9897308349609532
11220-1,TAFE_full,690,74,362,64410,0.6127886323612087,0.7599118942863484,0.9031413612692223,0.6558935361543826,0.9988524285093995,0.9933471679687601
11222-1,Otsu,1559,17688,2,46287,0.080991220327908,0.14984621299908762,0.0809996363117317,0.9987187700193005,0.7235169988280993,0.7300720214847869
11222-1,Adaptive,1537,22750,24,41225,0.06322240961267236,0.11892602909656867,0.06328488492171415,0.9846252402316064,0.6443923407586645,0.6524963378911552
11222-1,Canny,1365,10765,196,53210,0.11074152199326025,0.19940106639982905,0.11253091509387855,0.8744394618914517,0.8317311449787702,0.8327484130861927
11222-1,Blackhat,1543,8589,18,55386,0.15201970444185203,0.2639185837743614,0.1522897749787575,0.9884689301737047,0.8657444314187327,0.8686676025392629
11222-1,UNet_no_TAFE,1491,726,70,63249,0.6519457805136885,0.7893065113872603,0.6725304465641619,0.9551569506755184,0.9886518171160787,0.9878540039062685
11222-1,TAFE_channel,1176,91,385,63884,0.7118644067971026,0.8316831683227834,0.9281767955857793,0.7533632287153516,0.9985775693630347,0.9927368164062611
11222-1,TAFE_spatial,1354,175,207,63800,0.7799539170633667,0.8763754045347452,0.8855461085751768,0.8673926969976046,0.9972645564673743,0.9941711425781339
11222-1,TAFE_full,1202,72,359,63903,0.7360685854417595,0.8479717813104771,0.9434850863466652,0.7700192184644447,0.9988745603751483,0.9934234619140725
11222-2,Otsu,1545,24885,3,39103,0.05844966519480025,0.11044392022621186,0.05845629966304027,0.9980620155040012,0.611098956054868,0.6202392578130794
11222-2,Adaptive,1521,24410,27,39578,0.05859465290446647,0.11070271844277192,0.05865566310956517,0.9825581395360105,0.6185222229173931,0.6271209716802565
11222-2,Canny,1383,19475,165,44513,0.06578509252216247,0.12344907614423167,0.06630549429923145,0.8934108527200639,0.6956460586364699,0.7003173828129573
11222-2,Blackhat,1528,12960,20,51028,0.10532120210156244,0.19057121477182232,0.10546659304869226,0.9870801033600077,0.7974620241298408,0.8019409179690522
11222-2,UNet_no_TAFE,1512,1013,36,62975,0.5903943772124017,0.7424502823534875,0.5988118812040075,0.9767441860480139,0.9841689066700253,0.9839935302734619
11222-2,TAFE_channel,1100,50,448,63938,0.6883604505827059,0.8154188287688874,0.9565217391342155,0.7105943152641735,0.9992186034881553,0.9924011230468865
11222-2,TAFE_spatial,1398,211,150,63777,0.7947697555545895,0.8856509344350443,0.8688626476153597,0.903100775200058,0.9967025067200151,0.9944915771484459
11222-2,TAFE_full,1178,65,370,63923,0.7303161810458576,0.8441418846347495,0.9477071601007476,0.7609819121601433,0.9989841845346018,0.9933624267578226
11222-3,Otsu,1349,20902,0,43285,0.06062648870135892,0.11432203390205795,0.06062648870135892,1.0,0.6743577359906611,0.6810607910161117
11222-3,Adaptive,1337,24370,12,39817,0.051984913880586396,0.09883205204354363,0.05200918038257281,0.9911045218687098,0.6203281038222377,0.6279602050786927
11222-3,Canny,1211,18128,138,46059,0.06217589978404182,0.11707269915353309,0.06261957702537557,0.897702001490163,0.7175752099339157,0.7212829589848003
11222-3,Blackhat,1342,15699,7,48488,0.07871891131464853,0.14594888526837438,0.07875124699795345,0.9948109710900808,0.755417763722007,0.7603454589847407
11222-3,UNet_no_TAFE,1195,802,154,63385,0.5555555555762178,0.7142857142942532,0.5983975964147021,0.885841363981776,0.9875052580740843,0.9854125976562722
11222-3,TAFE_channel,940,63,409,64124,0.6657223796270735,0.7993197278996889,0.9371884347021746,0.6968124536918596,0.999018492841231,0.992797851562511
11222-3,TAFE_spatial,1123,225,226,63962,0.7134688691414569,0.8327771598133935,0.8330860534248452,0.832468495194035,0.9964946172901109,0.993118286132823
11222-3,TAFE_full,1003,91,346,64096,0.6965277777988522,0.8211215718452264,0.9168190128046783,0.7435137138811331,0.9985822674373338,0.9933319091796977
11231-1,Otsu,6941,303,468,57824,0.9000259336112548,0.947382788507832,0.958172280508584,0.9368335807809849,0.994787276136744,0.9882354736328305
11231-1,Adaptive,6855,18003,554,40124,0.26975444672095955,0.424892304833344,0.2757663528872968,0.9252260763945847,0.6902816247188222,0.7168426513676196
11231-1,Canny,1676,10766,5733,47361,0.09221458047267007,0.16885799204489013,0.13470503135239748,0.22621136456706425,0.814784867617777,0.7482452392581966
11231-1,Blackhat,2806,1703,4603,56424,0.3079455662938109,0.4708843765776901,0.6223109336965555,0.3787285733651137,0.9707020833692248,0.9037780761720218
11231-1,UNet_no_TAFE,7385,1409,24,56718,0.837491494671836,0.911559587731213,0.8397771207659792,0.996760696450307,0.9757599738504038,0.9781341552734709
11231-1,TAFE_channel,7013,180,396,57947,0.9241006720262999,0.9605533488565912,0.9749756707913948,0.9465514914300641,0.9969033323584618,0.9912109375000134
